brand,artist,title,album,style,difficulty,total_xp,artwork_filename,pdf_filename,assignment_title,assignment_xp,soundslice_slug,publishing_status,instrument_removed,pdf_filename_tabs_and_notation,content_id
drumeo,Oasis,Stand By Me,Be Here Now,Rock,4,150,oasis-be-here-now.jpg,oasis-stand-by-me.pdf,Stand By Me,25,XM14c,published,0,,
drumeo,Parkway Drive,Bottom Feeder,Ire,Rock,8,200,parkway-drive-ire.jpg,parkway-drive-bottom-feeder.pdf,Bottom Feeder,25,RR14c,published,0,,
drumeo,Pete Townsend,Let My Love Open The Door,Empty Glass,Rock,6,150,pete-townsend-empty-glass.jpg,pete-townsend-let-my-love-open-the-door.pdf,Let My Love Open The Door,25,sR14c,published,0,,
drumeo,Peter Frampton,Show Me The Way,Frampton,Rock,3,100,peter-frampton-frampton.jpg,peter-frampton-show-me-the-way.pdf,Show Me The Way,25,7R14c,published,0,,
drumeo,R.E.M.,What's The Frequency Kenneth,Monster,Rock,4,150,rem-monster.jpg,rem-whats-the-frequency-kenneth.pdf,What's The Frequency Kenneth,25,ZR14c,published,0,,
drumeo,Seether ft. Amy Lee,Broken,Disclaimer,Rock,4,150,seether-ft-amy-lee-disclaimer.jpg,seether-ft-amy-lee-broken.pdf,Broken,25,f314c,published,0,,
drumeo,Slayer,Temptation,Seasons In The Abyss,Metal,8,200,slayer-seasons-in-the-abyss.jpg,slayer-temptation.pdf,Temptation,25,4314c,published,0,,
drumeo,Slipknot,All Hope Is Gone,All Hope Is Gone,Metal,9,200,slipknot-all-hope-is-gone.jpg,slipknot-all-hope-is-gone.pdf,All Hope Is Gone,25,w314c,published,0,,
drumeo,Social Distortion,Ring Of Fire,Social Distortion,Metal,6,150,social-distortion-social-distortion.jpg,social-distortion-ring-of-fire.pdf,Ring Of Fire,25,2314c,published,0,,
drumeo,Soulfly,Prophecy,Prophecy,Metal,7,200,soulfly-prophecy.jpg,soulfly-prophecy.pdf,Prophecy,25,R314c,published,0,,
drumeo,Spinal Tap,Stonehenge,This Is Spinal Tap: Original Motion Picture Soundtrack,"Metal, Soundtrack",7,200,spinal-tap-this-is-spinal-tap-original-motion-picture-soundtrack.jpg,spinal-tap-stonehenge.pdf,Stonehenge,25,T314c,published,0,,
drumeo,Suzi Quatro,Devil Gate Drive,Quatro,Rock,6,150,suzi-quatro-quatro.jpg,suzi-quatro-devil-gate-drive.pdf,Devil Gate Drive,25,9314c,published,0,,
drumeo,Temple Of The Dog,Say Hello 2 Heaven,Temple Of The Dog,Rock,6,150,temple-of-the-dog-temple-of-the-dog.jpg,temple-of-the-dog-say-hello-2-heaven.pdf,Say Hello 2 Heaven,25,r314c,published,0,,
drumeo,The Go-Go's,Head Over Heels,Talk Show,Pop,6,150,the-gogos-talk-show.jpg,the-gogos-head-over-heels.pdf,Head Over Heels,25,NX14c,published,0,,
drumeo,The Kingsmen,Louie Louie,The Kingsmen In Person,Rock,5,150,the-kingsmen-the-kingsmen-in-person.jpg,the-kingsmen-louie-louie.pdf,Louie Louie,25,DX14c,published,0,,
drumeo,The Pogues,If I Should Fall From Grace With God,If I Should Fall From Grace With God,Rock,5,150,the-pogues-if-i-should-fall-from-grace-with-god.jpg,the-pogues-if-i-should-fall-from-grace-with-god.pdf,If I Should Fall From Grace With God,25,kX14c,published,0,,
drumeo,The Vines,Get Free,Highly Evolved,Rock,4,150,the-vines-highly-evolved.jpg,the-vines-get-free.pdf,Get Free,25,YX14c,published,0,,
drumeo,Thin Lizzy,Chinatown,Chinatown,Rock,8,200,thin-lizzy-chinatown.jpg,thin-lizzy-chinatown.pdf,Chinatown,25,lX14c,published,0,,
drumeo,Third Eye Blind,Jumper,Third Eye Blind,Rock,5,150,third-eye-blind-third-eye-blind.jpg,third-eye-blind-jumper.pdf,Jumper,25,BX14c,published,0,,
drumeo,Twenty One Pilots,Holding On To You,Regional At Best,Pop,4,150,twenty-one-pilots-regional-at-best.jpg,twenty-one-pilots-holding-on-to-you.pdf,Holding On To You,25,LX14c,published,0,,
drumeo,AC/DC,Through The Mists Of Time,Power Up,Rock,2,100,acdc-power-up.jpg,acdc-through-the-mists-of-time.pdf,Through The Mists Of Time,25,xPR4c,published,0,,
drumeo,Eminem,Not Afraid,Recovery,Hip-Hop/Rap,4,150,eminem-recovery.jpg,eminem-not-afraid.pdf,Not Afraid,25,KX14c,published,0,,
drumeo,Frank Zappa,Inca Roads,One Size Fits All,"Rock, Odd Time",10,200,frank-zappa-one-size-fits-all.jpg,frank-zappa-inca-roads.pdf,Inca Roads,25,QX14c,published,0,,
drumeo,Hoobastank,What Happened To Us,The Reason,Pop,4,150,hoobastank-the-reason.jpg,hoobastank-what-happened-to-us.pdf,What Happened To Us,25,nX14c,published,0,,
drumeo,Hootie & The Blowfish,Only Wanna Be With You,Cracked Rear View,Pop,4,150,hootie-and-the-blowfish-cracked-rear-view.jpg,hootie-and-the-blowfish-only-wanna-be-with-you.pdf,Only Wanna Be With You,25,6X14c,published,0,,
drumeo,Kid Rock,Cowboy,Devil Without A Cause,Rock,4,150,kid-rock-devil-without-a-cause.jpg,kid-rock-cowboy.pdf,Cowboy,25,mX14c,published,0,,
drumeo,Michael Sembello,Maniac,Flashdance: Original Motion Picture Soundtrack,"Pop, Soundtrack",2,100,michael-sembello-flashdance-original-motion-picture-soundtrack.jpg,michael-sembello-maniac.pdf,Maniac,25,Vq14c,published,0,,
drumeo,Muddy Waters,Hoochie Coochie Man,Hoochie Coochie Man – Single,Blues,3,100,muddy-waters-hoochie-coochie-man--single.jpg,muddy-waters-hoochie-coochie-man.pdf,Hoochie Coochie Man,25,fq14c,published,0,,
drumeo,Nickelback,Far Away,All The Right Reasons,Rock,4,150,nickelback-all-the-right-reasons.jpg,nickelback-far-away.pdf,Far Away,25,kq14c,published,0,,
drumeo,Nickelback,Never Gonna Be Alone,Dark Horse,Rock,4,150,nickelback-dark-horse.jpg,nickelback-never-gonna-be-alone.pdf,Never Gonna Be Alone,25,yq14c,published,0,,
drumeo,Queensrÿche,Empire,Empire,Metal,7,200,queensrche-empire.jpg,queensrche-empire.pdf,Empire,25,Cq14c,published,0,,
drumeo,Rascal Flatts,These Days,Melt,Country,4,150,rascal-flatts-melt.jpg,rascal-flatts-these-days.pdf,These Days,25,Xq14c,published,0,,
drumeo,Rascal Flatts,I Like The Sound Of That,Rewind,Country,4,150,rascal-flatts-rewind.jpg,rascal-flatts-i-like-the-sound-of-that.pdf,I Like The Sound Of That,25,Jq14c,published,0,,
drumeo,Santana,Evil Ways,Santana,Latin,6,150,santana-santana.jpg,santana-evil-ways.pdf,Evil Ways,25,Tb14c,published,0,,
drumeo,Simon & Garfunkel,I Am A Rock,Sounds Of Silence,Pop,3,100,simon-and-garfunkel-sounds-of-silence.jpg,simon-and-garfunkel-i-am-a-rock.pdf,I Am A Rock,25,Bb14c,published,0,,
drumeo,Slipknot,The Heretic Anthem,Iowa,Metal,8,200,slipknot-iowa.jpg,slipknot-the-heretic-anthem.pdf,The Heretic Anthem,25,sB14c,published,0,,
drumeo,Slipknot,People = Shit,Iowa,Metal,7,200,slipknot-iowa.jpg,slipknot-people-equals-shit.pdf,People = Shit,25,RB14c,published,0,,
drumeo,Slipknot,(sic),Slipknot,Metal,7,200,slipknot-slipknot.jpg,slipknot-sic.pdf,(sic),25,rT14c,published,0,,
drumeo,Stevie Ray Vaughan,Crossfire,In Step,Blues,3,100,stevie-ray-vaughan-in-step.jpg,stevie-ray-vaughan-crossfire.pdf,Crossfire,25,5T14c,published,0,,
drumeo,Styx,Miss America,The Grand Illusion,Rock,4,150,styx-the-grand-illusion.jpg,styx-miss-america.pdf,Miss America,25,WT14c,published,0,,
drumeo,Tesla,Edison's Medicine,Psychotic Supper,Rock,7,200,tesla-psychotic-supper.jpg,tesla-edisons-medicine.pdf,Edison's Medicine,25,Wq14c,published,0,,
drumeo,The Beach Boys,I Get Around,All Summer Long,Pop,3,100,the-beach-boys-all-summer-long.jpg,the-beach-boys-i-get-around.pdf,I Get Around,25,Tq14c,published,0,,
drumeo,The Who,"Love, Reign O'er Me",Quadrophenia,Rock,6,150,the-who-quadrophenia.jpg,the-who-love-reign-oer-me.pdf,"Love, Reign O'er Me",25,TR14c,published,0,,
drumeo,Toto,I Won't Hold You Back,Toto IV,Rock,3,100,toto-toto-iv.jpg,toto-i-wont-hold-you-back.pdf,I Won't Hold You Back,25,-C14c,published,0,,
drumeo,Weather Report,Birdland,Heavy Weather,Jazz,7,200,weather-report-heavy-weather.jpg,weather-report-birdland.pdf,Birdland,25,Hw14c,published,0,,
pianote,Blue Rodeo,5 Days In May,Five Days in July,Country,5,150,blue-rodeo-five-days-in-july.jpg,blue-rodeo-5-days-in-may.pdf,5 Days In May,25,dMX4c,Published,0,,
pianote,Celine Dion,A New Day Has Come,A New Day Has Come,Pop,5,150,celine-dion-a-new-day-has-come.jpg,celine-dion-a-new-day-has-come.pdf,A New Day Has Come,25,g3T4c,Published,0,,
pianote,Nine Days,Absolutely (Story of a Girl),The Madding Crowd,Pop,6,150,nine-days-the-madding-crowd.jpg,nine-days-absolutely-story-of-a-girl.pdf,Absolutely (Story of a Girl),25,63T4c,Published,0,,
pianote,Alan Walker,All Falls Down,Different World,Pop,5,150,alan-walker-different-world.jpg,alan-walker-all-falls-down.pdf,All Falls Down,25,G3T4c,Published,0,,
pianote,Gerald Mark,All Of Me,,Jazz,6,150,gerald-mark-.jpg,gerald-mark-all-of-me.pdf,All Of Me,25,8wq4c,Published,0,,
pianote,Jordin Sparks,Battlefield,Battlefield,"R&B, Pop",5,150,jordin-sparks-battlefield.jpg,jordin-sparks-battlefield.pdf,Battlefield,25,r3T4c,Published,0,,
pianote,Meghan Trainor,Better When I’m Dancin’,The Peanuts Movie (Original Motion Picture Soundtrack),Pop,5,150,meghan-trainor-the-peanuts-movie-original-motion-picture-soundtrack.jpg,meghan-trainor-better-when-im-dancin.pdf,Better When I’m Dancin’,25,fBX4c,Published,0,,
pianote,Milli Vanilli,Blame It On The Rain,The U.S.-Remix Album: All or Nothing,Pop,6,150,milli-vanilli-the-usremix-album-all-or-nothing.jpg,milli-vanilli-blame-it-on-the-rain.pdf,Blame It On The Rain,25,ZjJ4c,Published,0,,
pianote,Seether,Broken,Disclaimer,Rock,4,150,seether-disclaimer.jpg,seether-broken.pdf,Broken,25,h3T4c,Published,0,,
pianote,Van Morrison,Brown Eyed Girl,Blowin' Your Mind!,"Pop, Rock",5,150,van-morrison-blowin-your-mind.jpg,van-morrison-brown-eyed-girl.pdf,Brown Eyed Girl,25,NXT4c,Published,0,,
pianote,Nickelback,Far Away,All the Right Reasons,Rock,4,150,nickelback-all-the-right-reasons.jpg,nickelback-far-away.pdf,Far Away,25,BjJ4c,Published,0,,
pianote,James Taylor,Fire and Rain,Sweet Baby James,"Folk, Pop",5,150,james-taylor-sweet-baby-james.jpg,james-taylor-fire-and-rain.pdf,Fire and Rain,25,CMX4c,Published,0,,
pianote,Jewel,Foolish Games,Pieces of You,Pop,5,150,jewel-pieces-of-you.jpg,jewel-foolish-games.pdf,Foolish Games,25,KjJ4c,Published,0,,
pianote,Kenny Loggins,Footloose,Footloose Movie Soundtrack,"Pop, Rock",5,150,kenny-loggins-footloose-movie-soundtrack.jpg,kenny-loggins-footloose.pdf,Footloose,25,Kxq4c,Published,0,,
pianote,Bush,Glycerine,Sixteen Stone,Rock,5,150,bush-sixteen-stone.jpg,bush-glycerine.pdf,Glycerine,25,LjJ4c,Published,0,,
pianote,The Offspring,Gone Away,Ixnay on the Hombre,Rock,3,100,the-offspring-ixnay-on-the-hombre.jpg,the-offspring-gone-away.pdf,Gone Away,25,xjJ4c,Published,0,,
pianote,Jann Arden,Good Mother,Living Under June,Pop,5,150,jann-arden-living-under-june.jpg,jann-arden-good-mother.pdf,Good Mother,25,wTb4c,Published,0,,
pianote,Jewel,Hands,Spirit,Pop,4,150,jewel-spirit.jpg,jewel-hands.pdf,Hands,25,-jJ4c,Published,0,,
pianote,Ray Charles,Hit The Road Jack,Hit The Road Jack - Single,R&B,4,150,ray-charles-hit-the-road-jack-single.jpg,ray-charles-hit-the-road-jack.pdf,Hit The Road Jack,25,1wq4c,Published,0,,
pianote,The Rolling Stones,Honky Tonk Women,Honky Tonk Women,"Rock, Rock and Roll",5,150,the-rolling-stones-honky-tonk-women.jpg,the-rolling-stones-honky-tonk-women.pdf,Honky Tonk Women,25,QjJ4c,Published,0,,
pianote,Auli'i Cravalho,How Far I’ll Go,Moana: Original Motion Picture Soundtrack,"Disney, Soundtrack, Pop",4,150,aulii-cravalho-moana-original-motion-picture-soundtrack.jpg,aulii-cravalho-how-far-ill-go.pdf,How Far I’ll Go,25,,Published,0,,
pianote,Eric Carmen,Hungry Eyes,Dirty Dancing (soundtrack),"Soundtrack, Pop, Rock",4,150,eric-carmen-dirty-dancing-soundtrack.jpg,eric-carmen-hungry-eyes.pdf,Hungry Eyes,25,njJ4c,Published,0,,
pianote,Lisa Loeb,I Do,Firecracker,Pop,5,150,lisa-loeb-firecracker.jpg,lisa-loeb-i-do.pdf,I Do,25,VXT4c,Published,0,,
pianote,Beyoncé,I Was Here,4,R&B,5,150,beyonce-4.jpg,beyonce-i-was-here.pdf,I Was Here,25,xxq4c,Published,0,,
pianote,REO Speedwagon,Keep On Loving You,Hi Infidelity,Rock,4,150,reo-speedwagon-hi-infidelity.jpg,reo-speedwagon-keep-on-loving-you.pdf,Keep On Loving You,25,-xq4c,Published,0,,
pianote,Mario,Let Me Love You,Turning Point,R&B,5,150,mario-turning-point.jpg,mario-let-me-love-you.pdf,Let Me Love You,25,DXT4c,Published,0,,
pianote,Rascal Flatts,Life Is A Highway,Me and My Gang,"Rock, Country",5,150,rascal-flatts-me-and-my-gang.jpg,rascal-flatts-life-is-a-highway.pdf,Life Is A Highway,25,LRC4c,Published,0,,
pianote,Audioslave,Like A Stone,Audioslave,Rock,5,150,audioslave-audioslave.jpg,audioslave-like-a-stone.pdf,Like A Stone,25,9jJ4c,Published,0,,
pianote,Roxette,Listen To Your Heart,Look Sharp!,"Pop, Rock",6,150,roxette-look-sharp.jpg,roxette-listen-to-your-heart.pdf,Listen To Your Heart,25,gxq4c,Published,0,,
pianote,Fleetwood Mac,Little Lies,Tango in the Night,"Pop, Rock",5,150,fleetwood-mac-tango-in-the-night.jpg,fleetwood-mac-little-lies.pdf,Little Lies,25,FjJ4c,Published,0,,
pianote,Mumford & Sons,Little Lion Man,Sigh No More,"Folk, Rock",5,150,mumford-and-sons-sigh-no-more.jpg,mumford-and-sons-little-lion-man.pdf,Little Lion Man,,js34c,Published,0,,
pianote,Belinda Carlisle,Mad About You,Belinda,Pop,5,150,belinda-carlisle-belinda.jpg,belinda-carlisle-mad-about-you.pdf,Mad About You,25,YTb4c,Published,0,,
pianote,Janis Joplin,Me And Bobby McGee,Pearl,Rock,4,150,janis-joplin-pearl.jpg,janis-joplin-me-and-bobby-mcgee.pdf,Me And Bobby McGee,25,WjJ4c,Published,0,,
pianote,Cat Stevens,Morning Has Broken,Teaser and the Firecat,"Pop, Hymn",4,150,cat-stevens-teaser-and-the-firecat.jpg,cat-stevens-morning-has-broken.pdf,Morning Has Broken,25,v3T4c,Published,0,,
pianote,Celine Dion,My Heart Will Go On,Titanic: Music from the Motion Picture,Pop,5,150,celine-dion-titanic-music-from-the-motion-picture.jpg,celine-dion-my-heart-will-go-on.pdf,My Heart Will Go On,25,rxq4c,Published,0,,
pianote,Whitney Houston,My Love Is Your Love,My Love Is Your Love,"R&B, Pop",4,150,whitney-houston-my-love-is-your-love.jpg,whitney-houston-my-love-is-your-love.pdf,My Love Is Your Love,25,lTb4c,Published,0,,
pianote,Feist,My Moon My Man,The Reminder,Pop,4,150,feist-the-reminder.jpg,feist-my-moon-my-man.pdf,My Moon My Man,25,nxq4c,Published,0,,
pianote,Three Days Grace,Never Too Late,One-X,Rock,4,150,three-days-grace-onex.jpg,three-days-grace-never-too-late.pdf,Never Too Late,25,Wwq4c,Published,0,,
pianote,Linkin Park,Numb,Meteora,Rock,5,150,linkin-park-meteora.jpg,linkin-park-numb.pdf,Numb,25,Fxq4c,Published,0,,
pianote,Joan Osborne,One Of Us,Relish,Pop,4,150,joan-osborne-relish.jpg,joan-osborne-one-of-us.pdf,One Of Us,25,gjJ4c,Published,0,,
pianote,Judy Garland,Over The Rainbow,The Wizard of Oz: Original Motion Picture Soundtrack,"Jazz, Soundtrack",4,150,judy-garland-the-wizard-of-oz-original-motion-picture-soundtrack.jpg,judy-garland-over-the-rainbow.pdf,Over The Rainbow,25,Pxq4c,Published,0,,
pianote,Billy Joel,Piano Man,Piano Man,"Pop, Rock",8,200,billy-joel-piano-man.jpg,billy-joel-piano-man.pdf,Piano Man,25,hxq4c,Published,0,,
pianote,Jim Cuddy,Pull Me Through,The Light That Guides You Home,"Pop, Rock",4,150,jim-cuddy-the-light-that-guides-you-home.jpg,jim-cuddy-pull-me-through.pdf,Pull Me Through,25,jjJ4c,Published,0,,
pianote,Johnny Cash,Ring Of Fire,Ring of Fire: The Best of Johnny Cash,Country,6,150,johnny-cash-ring-of-fire-the-best-of-johnny-cash.jpg,johnny-cash-ring-of-fire.pdf,Ring Of Fire,25,9xq4c,Published,0,,
pianote,Goo Goo Dolls,Slide,Dizzy Up the Girl,"Pop, Rock",4,150,goo-goo-dolls-dizzy-up-the-girl.jpg,goo-goo-dolls-slide.pdf,Slide,25,rjJ4c,Published,0,,
pianote,Dusty Springfield,Son Of A Preacher Man,Dusty in Memphis,R&B,5,150,dusty-springfield-dusty-in-memphis.jpg,dusty-springfield-son-of-a-preacher-man.pdf,Son Of A Preacher Man,25,cXT4c,Published,0,,
pianote,Jimmy Eat World,The Middle,Bleed American,Pop,3,100,jimmy-eat-world-bleed-american.jpg,jimmy-eat-world-the-middle.pdf,The Middle,25,txq4c,Published,0,,
pianote,Colbie Caillat,Try,Gypsy Heart,Pop,5,150,colbie-caillat-gypsy-heart.jpg,colbie-caillat-try.pdf,Try,25,PjJ4c,Published,0,,
pianote,Billy Joel,Uptown Girl,An Innocent Man,"Pop, Rock",3,100,billy-joel-an-innocent-man.jpg,billy-joel-uptown-girl.pdf,Uptown Girl,25,Zwq4c,Published,0,,
pianote,Louis Armstrong,What A Wonderful World,What a Wonderful World - Single,Pop,5,150,louis-armstrong-what-a-wonderful-world-single.jpg,louis-armstrong-what-a-wonderful-world.pdf,What A Wonderful World,25,6xq4c,Published,0,,
pianote,Whitney Houston & Mariah Carey,When You Believe,The Prince Of Egypt: Aladdin: Original Motion Picture Soundtrack,"Disney, Soundtrack",4,150,whitney-houston-and-mariah-carey-the-prince-of-egypt-aladdin-original-motion-picture-soundtrack.jpg,whitney-houston-and-mariah-carey-when-you-believe.pdf,When You Believe,25,zTb4c,Published,0,,
pianote,U2,With Or Without You,The Joshua Tree,Rock,3,100,u2-the-joshua-tree.jpg,u2-with-or-without-you.pdf,With Or Without You,25,Hwq4c,Published,0,,
pianote,Elton John,Your Song,Elton John,Pop,6,150,elton-john-elton-john.jpg,elton-john-your-song.pdf,Your Song,25,Gxq4c,Published,0,,
pianote,Beethoven,Pathetic,,Classical,10,200,beethoven-.jpg,beethoven-pathetic.pdf,Pathetic,25,s3s4c,Published,0,,
pianote,Chopin,"Nocturne Op. 55, No. 1",,Classical,9,200,chopin-.jpg,chopin-nocturne-op-55-no-1.pdf,"Nocturne Op. 55, No. 1",25,2Tb4c,Published,0,,
pianote,John Field,Nocturne,,Classical,8,200,john-field-.jpg,john-field-nocturne.pdf,Nocturne,25,13s4c,Published,0,,
pianote,Julius Fučík,Entry of the Galadiators,,Classical,5,150,julius-fuik-.jpg,julius-fuik-entry-of-the-galadiators.pdf,Entry of the Galadiators,25,83s4c,Published,0,,
pianote,Wolfgang Amadeus Mozart,Eine Kleine Nacht Musik,,Classical,4,150,wolfgang-amadeus-mozart-.jpg,wolfgang-amadeus-mozart-eine-kleine-nacht-musik.pdf,Eine Kleine Nacht Musik,25,d3s4c,Published,0,,
pianote,Franz Peter Schubert,Standchen (Sarabande),,Classical,8,200,franz-peter-schubert-.jpg,franz-peter-schubert-standchen-sarabande.pdf,Standchen (Sarabande),25,73s4c,Published,0,,
pianote,Tchaikovsky,Dance of the Sugar Plum Fairy,,Classical,5,150,tchaikovsky-.jpg,tchaikovsky-dance-of-the-sugar-plum-fairy.pdf,Dance of the Sugar Plum Fairy,25,4BX4c,Published,0,,
pianote,Tchaikovsky,Waltz of the Flowers,,Classical,6,150,tchaikovsky-.jpg,tchaikovsky-waltz-of-the-flowers.pdf,Waltz of the Flowers,25,yBX4c,Published,0,,
pianote,Tchaikovsky,Arabian Dance,,Classical,6,150,tchaikovsky-.jpg,tchaikovsky-arabian-dance.pdf,Arabian Dance,25,wBX4c,Published,0,,
pianote,Alan Menken,Prologue,Beauty and the Beast: Original Motion Picture Soundtrack,"Disney, Soundtrack",5,150,alan-menken-beauty-and-the-beast-original-motion-picture-soundtrack.jpg,alan-menken-prologue.pdf,Prologue,25,5jJ4c,Published,0,,
pianote,"Howard Ashman, Alan Menken",Gaston,Beauty and the Beast: Original Motion Picture Soundtrack,"Disney, Soundtrack",5,150,howard-ashman-alan-menken-beauty-and-the-beast-original-motion-picture-soundtrack.jpg,howard-ashman-alan-menken-gaston.pdf,Gaston,25,swq4c,Published,0,,
pianote,Harry Gregson-Williams,The Chronicles Of Narnia (Main Theme),The Chronicles Of Narnia: Original Motion Picture Soundtrack,"Disney, Soundtrack",5,150,harry-gregsonwilliams-the-chronicles-of-narnia-original-motion-picture-soundtrack.jpg,harry-gregsonwilliams-the-chronicles-of-narnia-main-theme.pdf,The Chronicles Of Narnia (Main Theme),25,7wq4c,Published,0,,
pianote,"Jerry Livingston, Mack David, Al Hoffman",So This is Love,Cinderella: Original Motion Picture Soundtrack,"Disney, Soundtrack",5,150,jerry-livingston-mack-david-al-hoffman-cinderella-original-motion-picture-soundtrack.jpg,jerry-livingston-mack-david-al-hoffman-so-this-is-love.pdf,So This is Love,25,5xq4c,Published,0,,
