id,type,title,Genre,Essentials-1,Essentials-2,Theory-1,Theory-2,Creativity-1,Creativity-2,Lifestyle-1,Lifestyle-2
241187,question-and-answer,"January 2, 2020",,,,,,,,Other,
241188,question-and-answer,"January 9, 2020",,,,,,,,Other,
243072,question-and-answer,"January 16, 2020",,,,,,,,Other,
243074,question-and-answer,"January 23, 2020",,,,,,,,Other,
243075,question-and-answer,"January 30, 2020",,,,,,,,Other,
245216,question-and-answer,"February 6, 2020",,,,,,,,Other,
245463,question-and-answer,"February 13, 2020",,,,,,,,Other,
246180,question-and-answer,"March 5, 2020",,,,,,,,Other,
246459,question-and-answer,"February 27, 2020",,,,,,,,Other,
247378,question-and-answer,"March 12, 2020",,,,,,,,Other,
247379,question-and-answer,"March 19, 2020",,,,,,,,Other,
247381,question-and-answer,"March 26, 2020",,,,,,,,Other,
250101,question-and-answer,"April 2, 2020",,,,,,,,Other,
250470,question-and-answer,"April 9, 2020",,,,,,,,Other,
250471,question-and-answer,"April 17, 2020",,,,,,,,Other,
252674,question-and-answer,Live Hangout,,,,,,,,Other,
253178,question-and-answer,"April 23, 2020",,,,,,,,Other,
253924,question-and-answer,"April 30, 2020",,,,,,,,Other,
254039,question-and-answer,"May 7th, 2020",,,,,,,,Other,
254207,question-and-answer,"May 14th, 2020",,,,,,,,Other,
254208,question-and-answer,"May 21st, 2020",,,,,,,,Other,
254209,question-and-answer,"May 28th, 2020",,,,,,,,Other,
259022,question-and-answer,"June 4, 2020",,,,,,,,Other,
259023,question-and-answer,"June 11, 2020",,,,,,,,Other,
259946,question-and-answer,"June 18, 2020",,,,,,,,Other,
259949,question-and-answer,"June 25, 2020",,,,,,,,Other,
261971,question-and-answer,"July 2, 2020",,,,,,,,Other,
262035,question-and-answer,"July 9, 2020",,,,,,,,Other,
262037,question-and-answer,How To Use A Metronome,,,,Rhythm,,,,Other,
262038,question-and-answer,How To Deal With Nerves And Stage Fright,,,,,,,,Other,
262039,question-and-answer,The Best Way To Learn A Song,,,,,,,,Other,
264979,question-and-answer,What Do You Call Chords Other Than The Tonic?,,,,Chord & Scale Theory,,,,Other,
264981,question-and-answer,How Do I Handle Stupid Mistakes?,,,,,,,,Other,
266264,question-and-answer,"How To Use The Metronome On The ""2"" And ""4"" Beats?",,,,Rhythm,,,,Other,
266265,question-and-answer,"Can You Show The Intro To ""Tiny Dancer""?",,,,,,,,Other,
267021,question-and-answer,Members Celebration Party,,,,,,,,Other,
267957,question-and-answer,What's The Difference Between A Syncopated Beat And An Irregular Beat?,,,,Rhythm,,,,Other,
267964,question-and-answer,Why Is A C7th Chord Named A Dominant Seventh Chord?,,,,Chord & Scale Theory,,,,Other,
267968,question-and-answer,Why Do Some Pianists Raise Their Arms High?,,,,,,,,Other,
268830,question-and-answer,I Have A Weird Chord C6? How Do I Play That?,,,,Chord & Scale Theory,,,,Other,
270979,question-and-answer,Is There Anything In The Mix For Norah-Jones-esque Licks?,,,,,,,,Other,
270986,question-and-answer,Is There Going To Be A New Foundations Level For Theory?,,,,,,,,Other,
270994,question-and-answer,"How Do I Play ""Let It Go"" While Only Using A Chord Chart?",,,,,,Chording,,Other,
272212,question-and-answer,Technique Made Musical,,Chords & Scales,Finger Strength,,,,,Other,
272220,question-and-answer,Have You Ever Had A Java Cake?,,,,,,,,Other,
272227,question-and-answer,Do I Need To Execute Technique Fast And Professionally Before Moving On?,,,,,,,,Other,
273283,question-and-answer,How Do I Quickly Find The 7th Or Sus Note When Chording And Playing Inversions?,,,,,,Chording,,Other,
274671,question-and-answer,When Did You Both Know That You Wanted To Teach Piano?,,,,,,,,Other,
274675,question-and-answer,What Is The Purpose Of Practicing Scales In 2 Octaves?,,,,,,,,Other,
275886,question-and-answer,"What Is The Difference Between A ""Broken Triad"" And An ""Arpeggio""?",,Arpeggios,Chords & Scales,,,,,Other,
277333,question-and-answer,Christmas Party Announcement,Holiday/Soundtrack,,,,,,,Other,
277984,question-and-answer,Christmas Collab FAQ/Run-Through,Holiday/Soundtrack,,,,,,,Other,
278509,question-and-answer,Is There A Method For Reading Notes Quickly?,,,,Sight Reading,,,,Other,
278516,question-and-answer,Live Christmas Party 2020,Holiday/Soundtrack,,,,,,,Other,
278518,question-and-answer,New Student Webinar,,,,,,,,Other,
280509,question-and-answer,What’s A Good Reference For BPM?,,,,,,,,Other,
282130,question-and-answer,What's The Best Way To Transition From Foundations To The Method?,,,,,,,,Other,
283214,question-and-answer,New Student Webinar + Welcome To The Pianote Method,,,,,,,,Other,
283676,question-and-answer,How Do I Memorize Chord Names?,,,,,,,,Other,
283804,question-and-answer,What Are Good Techniques To Develop My Internal Metronome?,,,,Rhythm,,,,Other,
285706,question-and-answer,How Do I Play A Trill?,,,,,,,,Other,
286541,question-and-answer,How Important Is The Piano Pedal?,,Pedaling,,,,,,Other,
289240,question-and-answer,New Student Webinar,,,,,,,,Other,
290983,question-and-answer,What's The Purpose Of A Scale?,,Chords & Scales,,,,,,Other,
292404,question-and-answer,How Do I Use Suspended Chord Inversions?,,,,Chord & Scale Theory,,,,Other,
293777,question-and-answer,What's The Best Way To Sit At The Piano?,,Posture,,,,,,Other,
293818,question-and-answer,Are The Foundations Lessons Inside The App?,,,,,,,,Other,
295594,question-and-answer,What's The Difference Between All 7th Chords?,,,,Chord & Scale Theory,,,,Other,
295595,question-and-answer,New Student Webinar,,,,,,,,Other,
295599,question-and-answer,What Are Some Great Hand Independence Exercises?,,Independence,,,,,,Other,
295807,question-and-answer,Pianote Members Anniversary Party,,,,,,,,Other,
296404,question-and-answer,How Do I Know If My Student Review Submission Has Been Recieved?,,,,,,,,Other,
296433,question-and-answer,I Noticed That Pianote Has A New Logo?,,,,,,,,Other,
298438,question-and-answer,I Can't Seem To Access The Downloads In My Lesson!,,,,,,,,Other,
299537,question-and-answer,Do I Need A Third Hand?,,,,,,,,Other,
299539,question-and-answer,New Student Webinar,,,,,,,,Other,
300591,question-and-answer,Technique Tuesday - Live With Cassi,,Arpeggios,Chords & Scales,,,,,,
300747,question-and-answer,I Can't Get The Hang Of Seventh Chords!,,,,,,Chording,,Other,
301111,question-and-answer,Surprise Live Stream! Introducing The New Chat!,,,,,,,,Other,
301368,question-and-answer,Technique Tuesday - Live With Cassi,,Arpeggios,Chords & Scales,,,,,,
301397,question-and-answer,What Is A Tetrachord?,,,,Chord & Scale Theory,,,,Other,
301399,question-and-answer,Technique Tuesday - Live With Cassi,,Arpeggios,Chords & Scales,,,,,,
301408,question-and-answer,Did Honey Banish The Other Unicorn From The Studio?,,,,,,,,Other,
303215,question-and-answer,Technique Tuesday (D Major / B Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
303217,question-and-answer,Could Lisa Or Sam Perform One Of Their Own Compositions?,,,,,,,,Other,
303218,question-and-answer,New Student Webinar,,,,,,,,Other,
303220,question-and-answer,Technique Tuesday (A Major / F Sharp Minor),,Arpeggios,Chords & Scales,,,,,,
303224,question-and-answer,How Long Should I Spend On Each Level Of The Method?,,,,,,,,Other,
304555,question-and-answer,Lisa's Birthday Bash!,,,,,,,,Other,
304602,question-and-answer,How Do I Play A Harmonized Scale?,,,,Chord & Scale Theory,,,,Other,
304615,question-and-answer,Technique Tuesday (D Major / B Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
304691,question-and-answer,How Are Accidentals Combined With Tied Notes?,,,,,,,,Other,
306248,question-and-answer,Technique Tuesday (E Major / C Sharp Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
306286,question-and-answer,"What Kind of Chord is a ""B+5""?",,,,Chord & Scale Theory,,,,Other,
306287,question-and-answer,New Student Webinar,,,,,,,,Other,
307106,question-and-answer,Technique Tuesday (E Major / C Sharp Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
307129,question-and-answer,Weekly Q & A,,,,,,,,Other,
307556,question-and-answer,Technique Tuesday (B Major / G Sharp Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
307569,question-and-answer,What Level Of RCM Will Method Level 7 Prepare Me For?,,,,,,,,Other,
308493,question-and-answer,Technique Tuesday (B Major / G Sharp Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
309748,question-and-answer,"How Do I Recognize ""sus"" Chords By Ear?",,,,Chord & Scale Theory,,,,Other,
310289,question-and-answer,Technique Tuesday  (B Flat Major / G Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
310302,question-and-answer,How Do I Send In A Video For Instructor Feedback?,,,,,,,,Other,
310304,question-and-answer,New Student Webinar,,,,,,,,Other,
311833,question-and-answer,Welcome To The Musora Family - Live Celebration!,,,,,,,,Other,
311844,question-and-answer,Technique Tuesday (B Flat Major / G Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
311860,question-and-answer,How Do I Play 8th Notes At 60 bpm?,,,,Rhythm,,,,Other,
312488,question-and-answer,Summer Recitals - Session 1,,,,,,,,Performance,
312494,question-and-answer,Summer Recitals - Session 2,,,,,,,,Performance,
312495,question-and-answer,Summer Recitals - Session 5,,,,,,,,Performance,
312498,question-and-answer,Summer Recitals - Session 6,,,,,,,,Performance,
312748,question-and-answer,Technique Tuesday (E Flat Major / C Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
312756,question-and-answer,Summer Recitals - Session 3,,,,,,,,Performance,
312758,question-and-answer,Summer Recitals - Session 4,,,,,,,,Performance,
314012,question-and-answer,Weekly Q & A,,,,,,,,Other,
314236,question-and-answer,Technique Tuesday (E Flat Major / C Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
315291,question-and-answer,New Student Webinar,,,,,,,,Other,
315295,question-and-answer,"Can You Play The ""Updown Song?""",,,,,,,,Other,
316045,question-and-answer,What's The Difference Between Keyboards and Synthesizers?,,,,,,,,Gigging Tips & Gear,Other
316332,question-and-answer,How Can You Play Something Even Shorter Than Staccato?,,,,,,,,Other,
316333,question-and-answer,Technique Tuesday (G Flat Major / E Flat Minor - Week 2),,Chords & Scales,,Key Signatures/Keys,,,,,
318979,question-and-answer,Technique Tuesday (D Flat Major / B Flat Minor - Week 1),,Chords & Scales,,Key Signatures/Keys,,,,,
318981,question-and-answer,Technique Tuesday (D Flat Major / B Flat Minor - Week 2),,Chords & Scales,,Key Signatures/Keys,,,,,
318985,question-and-answer,Weekly Q & A,,,,,,,,Other,
318988,question-and-answer,What Is Atonal Music?,,,,Key Signatures/Keys,,,,Other,
318991,question-and-answer,New Student Webinar,,,,,,,,Other,
319791,question-and-answer,Can You Give Some Tips On 7th Chord Practice?,,,,Chord & Scale Theory,,,,Other,
320008,question-and-answer,Technique Tuesday (C Major / A Minor),,Chords & Scales,,Key Signatures/Keys,,,,,
320716,question-and-answer,Technique Tuesday - Live With Cassi (Ab Major / F Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
320718,question-and-answer,Are We Going To Have A Winter Recital?,,,,,,,,Other,
321858,question-and-answer,Halloween Scavenger Hunt - Announcement Video,,,,,,,,Other,
321863,question-and-answer,Are Diminished Chords and Diminished 7th Chords Interchangeable?,,,,Chord & Scale Theory,,Chording,,Other,
322797,question-and-answer,Technique Tuesday - Live With Cassi (Ab Major / F Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
322800,question-and-answer,What's The Difference Between Detached And Staccato Notes?,,,,,,,,Other,
323084,question-and-answer,Technique Tuesday - Live With Cassi (G Major / Em Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
323089,question-and-answer,New Student Webinar,,,,,,,,Other,
323729,question-and-answer,"For The F Minor Triads, Why Is The E Natural And Not Flat?",,,,Chord & Scale Theory,,,,Other,
324381,question-and-answer,Technique Tuesday - Live With Cassi (G Major / Em Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
324382,question-and-answer,Technique Tuesday - Live With Cassi (F Major / Dm Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
324384,question-and-answer,Technique Tuesday - Live With Cassi (F Major / Dm Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
324387,question-and-answer,The Pianote Live Halloween Scavenger Hunt,,,,,,,,Other,
324932,question-and-answer,Is There A Song That Uses All The Notes In The Grand Staff?,,,,,,Chording,,Other,
325357,question-and-answer,Are There Any Lessons On Transposing?,,,,Key Signatures/Keys,,,,Other,
325789,question-and-answer,Technique Tuesday - Live With Cassi (C Major / Am Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
325790,question-and-answer,Technique Tuesday - Live With Cassi (C Major / Am Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
326731,question-and-answer,How Do I Keep My Hands Warm While Playing?,,,,,,,,Practice Tips,Other
327913,question-and-answer,Have There Been A Lot Of Winter Recital Submissions?,,,,,,,,Other,
328420,question-and-answer,Is There A Lifetime Subscription Option?,,,,,,,,Other,
329454,question-and-answer,Technique Tuesday - Live With Cassi (A Major / F# Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
329489,question-and-answer,How Do I Get Faster At Sight Reading?,,,,Sight Reading,,,,Other,
330416,question-and-answer,Technique Tuesday - Live With Cassi (A Major / F# Minor - Week 2),,Arpeggios,Chords & Scales,,,,,,
330851,question-and-answer,New Student Webinar,,,,,,,,Other,
331303,question-and-answer,"Is There A Difference Between ""D"" And ""Dmaj""?",,,,Chord & Scale Theory,,,,Other,
331304,question-and-answer,Pianote Christmas Recital #1,Holiday/Soundtrack,,,,,,,Performance,
331305,question-and-answer,Pianote Christmas Recital #2,Holiday/Soundtrack,,,,,,,Performance,
331314,question-and-answer,Pianote Christmas Recital #3,Holiday/Soundtrack,,,,,,,Performance,
331444,question-and-answer,Pianote Christmas Recital #4,Holiday/Soundtrack,,,,,,,Performance,
331445,question-and-answer,Pianote Christmas Recital #5,Holiday/Soundtrack,,,,,,,Performance,
331447,question-and-answer,Pianote Christmas Recital #6,Holiday/Soundtrack,,,,,,,Performance,
331451,question-and-answer,Pianote Christmas Recital #7,Holiday/Soundtrack,,,,,,,Performance,
331455,question-and-answer,Technique Tuesday - Live With Cassi (E Major / C# Minor - Week 1),,Arpeggios,Chords & Scales,,,,,,
332283,question-and-answer,Pianote Christmas Party Announcement,,,,,,,,,
332480,question-and-answer,Do We Have A Lesson For Just Diatonic Chords?,,,,Chord & Scale Theory,,Chording,,Other,
333107,question-and-answer,The Pianote Christmas Party,Holiday/Soundtrack,,,,,,,Other,
333109,question-and-answer,Technique Tuesday - Live With Cassi (E Major / C# Minor - Week 2),,Chords & Scales,Arpeggios,,,,,,
333112,question-and-answer,Weekly Q & A,,,,,,,,Other,
334299,question-and-answer,Technique Tuesday - Live With Cassi (E Major / C# Minor - Week 3),,Chords & Scales,Arpeggios,,,,,,
335416,question-and-answer,Technique Tuesday (C Major / A Minor - Week 1),,Chords & Scales,Arpeggios,,,,,,
335426,question-and-answer,How Do I Work Out Chord Progressions Of An Unfamiliar Song?,,,,Chord & Scale Theory,Sight Reading,,,Other,
335428,question-and-answer,Technique Tuesday (C Major / A Minor - Week 2),,Chords & Scales,Arpeggios,,,,,,
336967,question-and-answer,Why Is It Ok To Remove The 5th Note From A 7th Chord?,,,,Chord & Scale Theory,,Chording,,,
336985,question-and-answer,Pianote Weekly,,,,,,,,Other,
336986,question-and-answer,What Are Rolling Chords?,,,,,,,,Other,
336987,question-and-answer,New Student Webinar,,,,,,,,Other,
336988,question-and-answer,Pianote Weekly,,,,,,,,Other,
337571,question-and-answer,Technique Tuesday (G Major / E Minor - Week 1),,,,,,,,Other,
337575,question-and-answer,Technique Tuesday (G Major / E Minor - Week 2),,Chords & Scales,Arpeggios,,,,,,
338179,question-and-answer,Pianote 1 Million Subscriber Party - Livestream,,,,,,,,Other,
338752,question-and-answer,Live Q&A with Victoria Theodore,Classical,,,,,,,Other,
338759,question-and-answer,Technique Tuesday (D Major / B Minor - Week 1),,Chords & Scales,Arpeggios,,,,,,
338762,question-and-answer,Technique Tuesday (D Major / B Minor - Week 2),,Chords & Scales,Arpeggios,,,,,,
338769,question-and-answer,Technique Tuesday (F Major / D Minor - Week 1),,Chords & Scales,Arpeggios,,,,,,
338771,question-and-answer,Technique Tuesday (F Major / D Minor - Week 2),,Chords & Scales,Arpeggios,,,,,,
338775,question-and-answer,Technique Tuesday (B Flat Major / G Minor - Week 1),,Chords & Scales,Arpeggios,,,,,,
338776,question-and-answer,Technique Tuesday (B Flat Major / G Minor - Week 2),,Chords & Scales,Arpeggios,,,,,,
339917,question-and-answer,Pianote Weekly,,,,,,,,Other,
340736,question-and-answer,Pianote Weekly,,,,,,,,Other,
343627,question-and-answer,Pianote Weekly,,,,,,,,Other,
343631,question-and-answer,Pianote Weekly,,,,,,,,Other,
343632,question-and-answer,Pianote Weekly - Thoughts From A Classical Piano Player,Classical,,,,,,,Other,
343643,question-and-answer,New Student Webinar,,,,,,,,Other,
347381,question-and-answer,Technique Tuesday (A Major / F Sharp Minor - Week 1),,Chords & Scales,Arpeggios,,,,,,
347383,question-and-answer,Technique Tuesday (A Major / F Sharp Minor - Week 2),,Chords & Scales,Arpeggios,,,,,,
347389,question-and-answer,Lisa Witt - Coach Livestream,,,,,,Chording,,Other,
348208,question-and-answer,Pianote Weekly - The Great Piano Swap,,,,,,,,Other,
349007,question-and-answer,Pianote Weekly,,,,,,,,Other,
349010,question-and-answer,Pianote Weekly,,,,,,,,Other,
349792,question-and-answer,Pianote Weekly,,,,,,,,Other,
349995,question-and-answer,New Student Webinar,,,,,,,,Other,
349999,question-and-answer,Technique Tuesday - Bootcamp Week,,Chords & Scales,Arpeggios,,,,,Practice Tips,
350000,question-and-answer,Technique Tuesday (E Major / C Sharp Minor - Week 1),,Chords & Scales,Arpeggios,,,,,,
351034,question-and-answer,Technique Tuesday (E Major / C Sharp Minor - Week 2),,Chords & Scales,Arpeggios,,,,,,
351919,question-and-answer,Pianote Weekly,,,,,,,,Other,
352648,question-and-answer,Technique Tuesday (E Flat Major / C Minor - Week 1),,Chords & Scales,Arpeggios,,,,,,
352649,question-and-answer,Technique Tuesday (E Flat Major / C Minor - Week 2),,Chords & Scales,Arpeggios,,,,,Practice Tips,
352651,question-and-answer,Live Q & A With Erskine Hawkins,Worship/Gospel,,,,,,,Other,
352652,question-and-answer,Technique Tuesday (D Flat Major / B Flat Minor - Week 1),,Chords & Scales,Arpeggios,,,,,Practice Tips,
352653,question-and-answer,Technique Tuesday (D Flat Major / B Flat Minor - Week 2),,Chords & Scales,Arpeggios,,,,,Practice Tips,
352655,question-and-answer,Technique Tuesday (B Major / G Sharp Minor - Week 1),,Chords & Scales,Arpeggios,,,,,Practice Tips,
352656,question-and-answer,Technique Tuesday  (G Flat Major / E Flat Minor - Week 2),,Chords & Scales,Arpeggios,,,,,Practice Tips,
352958,question-and-answer,Pianote Weekly,,,,,,,,Other,
352963,question-and-answer,Pianote Weekly,,,,,,,,Other,
