id,type,title,Genre,Essentials-1,Essentials-2,Theory-1,Theory-2,Creativity-1,Creativity-2,Lifestyle-1,Lifestyle-2
314076,quick-tips,How To Deal With Stage Fright,,,,,,,,Performance,
317271,quick-tips,"Lisa Reacts To Ed Sheeran's ""Bad Habits""",,Style,,,,,,Performance,
317274,quick-tips,What Singers Need To Know About Autotune,,Pitch,,,,,,,
317275,quick-tips,How To Sing Better In 5 Minutes,,Routines,,,,,,Performance,
320042,quick-tips,"Lisa Reacts To ""Summer Of Love"" By Shawn Mendes",,Style,,,,,,Performance,
320127,quick-tips,Riptide Song Tutorial,,,,,,Song Tutorials,,,
320408,quick-tips,5 Mistakes Beginner Singers Make,,Routines,,,,,,,
320495,quick-tips,Voice Lesson For Beginners,,,,,,,,,
322526,quick-tips,Increase Your Vocal Range In A Week,,Vocal Range,,,,,,,
323457,quick-tips,What Vocal Mic Is Right For You,,,,,,,,Gigging Tips & Gear,
324318,quick-tips,Easy On Me Performance,,,,,,,,Performance,
324450,quick-tips,Why Is Disturbed's Cover Of “Sound Of Silence” So Incredible?,,Style,,,,,,,
325316,quick-tips,Singeo's Winter Recital Announcement (2021),,,,,,,,Performance,
325319,quick-tips,How To Sing Harmonies For Beginners,,,,,Harmony,,,Performance,
326326,quick-tips,How To Sing With Vibrato,,Style,,,,,,,
327383,quick-tips,Easy On Me Song Tutorial,,,,,,Song Tutorials,,,
327828,quick-tips,What Kind Of Singer Am I?,,Routines,,,,,,,
328643,quick-tips,The Worst Singers And Why They Are So Amazing,,Style,,,,,,,
329085,quick-tips,Virtual Choir Announcement (2021),,,,,,,,Performance,
330451,quick-tips,All I Want For Christmas Song Tutorial,,,,,,Song Tutorials,,,
331231,quick-tips,Am I Too Old To Sing?,,Routines,,,,,,,
331251,quick-tips,The Most Musical Time Of The Year,,,,,,,,Performance,
331258,quick-tips,5 Tips For Hitting The High Notes,,Vocal Range,,,,,,,
331261,quick-tips,10 Best Vocal Performances Of 2021,,,,,,,,Performance,
331856,quick-tips,Holiday Vocal Warm-Up,,Routines,,,,,,,
332112,quick-tips,Beginner Singer Finds Their Voice - Vocal Coach Lesson,,,,,,,Riffs & Runs,,
332707,course,The Science Of Singing Better,,Vowel Shapes,,,,,,,
334319,quick-tips,How Your Voice Works,,Routines,,,,,,,
336710,quick-tips,5 Goals Of Successful Singers,,Routines,,,,,,,
336920,quick-tips,How To Get Your Voice Back After Being Sick,,Routines,,,,,,,
337989,quick-tips,Understanding Vocal Registers,,Vocal Range,,,,,,,
339875,quick-tips,Start Singing Right Away,,Vowel Shapes,,,,,,,
339878,quick-tips,Singing Runs,,,,,,Riffs & Runs,,,
339879,quick-tips,Singer's Speed Challenge,,,,,,,,,
341303,quick-tips,Daily Routine For A Healthy Voice,,Routines,,,,,,,
343342,quick-tips,Can't Help Falling In Love Song Tutorial,,,,,,Song Tutorials,,,
345457,quick-tips,What Do Great Singers Have In Common (And What You Can Learn From Them),,Routines,,,,,,,
346932,quick-tips,Sheléa's Top Singing Influences,,Style,,,,,,,
347097,course,How To Find Your True Voice,,Style,,,,,,,
349242,quick-tips,Duet Roulette - Announcement,,,,,,,,Performance,
349793,quick-tips,Singing Your Truth,,Style,,,,,,,
350715,quick-tips,Am I Singing The Right Note?,,Pitch,,,,,,,
350790,course,How To Stop Hating Your Voice,,Routines,,,,,,,
351584,quick-tips,How To Get Better At Singing,,Routines,,,,,,,
352456,quick-tips,A Singer's Secret Weapon,,Vowel Shapes,,,,,,,
353244,quick-tips,"Duet Roulette ""I Got You Babe"" - Video 1",,,,,,,,Performance,
353245,quick-tips,"Duet Roulette ""I Got You Babe"" - Video 2",,,,,,,,Performance,
353561,quick-tips,Singers - You Should Play The Piano,,,,,,Chords,,Other,
354125,quick-tips,15 Minute Daily Vocal Routine For A Strong Voice,,Routines,,,,,,,
354346,course,Defining Yourself As A Singer,,Style,,,,,,,
354373,quick-tips,The Easy Way To Record Your Voice,,,,,,,,Gigging Tips & Gear,
354715,quick-tips,Groupie Performance,,,,,,,,Performance,
354973,quick-tips,Summer Recital Announcement (2022),,,,,,,,Performance,
355656,quick-tips,How To Start Writing Songs,,,,,,Improvisation & Songwriting,,,
356716,quick-tips,The Complete 9 Minute Vocal Routine,,Routines,,,,,,,
357665,quick-tips,If We Were A Movie Performance,,,,,,,,Performance,
358306,quick-tips,"Lisa Reacts To ""Hold My Hand"" By Lady Gaga",,Style,,,,,,Performance,
358642,quick-tips,Ear Training For Singers,,,,Ear Training,,,,,
358780,quick-tips,Duet Roulette Round 2 - Announcement,,,,,,,,Performance,
358811,quick-tips,How To Upload Your Video To YouTube,,,,,,,,Other,
358813,quick-tips,How To Get The Most Out Of Your Student Review,,,,,,,,Practice Tips,
359715,quick-tips,I'll Be There Performance,,,,,,,,Performance,
360435,quick-tips,7 Days To A Beautiful Voice,,Routines,,,,,,,
361067,quick-tips,Four Walls - Original Song Performance,,,,,,,,Performance,
362329,quick-tips,"Lisa Reacts To ""Running Up That Hill""",,Style,,,,,,Performance,
363172,course,Singing With Soul,,Style,,,,,,,
363530,quick-tips,"Duet Roulette 2 ""(I've Had) The Time Of My Life"" - Video 1",,,,,,,,Performance,
363532,quick-tips,"Duet Roulette 2 ""(I've Had) The Time Of My Life"" - Video 2",,,,,,,,Performance,
365248,quick-tips,Endless Love Performance,,,,,,,,Performance,
365260,quick-tips,How To Sing A Duet,,,,,Harmony,,,,
365802,quick-tips,"Lisa Reacts To ""The 30th"" By Billie Eilish",,Style,,,,,,Performance,
365815,quick-tips,10-Minute Pitch Training Vocal Routine,,,,,,,,,
367285,quick-tips,"Soul Singer Reinvents ""I'm Yours"" By Jason Mraz",,,,,,,,Performance,
367550,quick-tips,"Lisa Reacts To ""As It Was"" By Harry Styles",,Style,,,,,,Performance,
369297,quick-tips,Songwriting With Tony Lindsay,,,,,,,Improvisation & Songwriting,,
369348,quick-tips,Georgia On My Mind Performance,,,,,,,,Performance,
369621,course,Movement: The Quickest Way To Improve Your Voice,,Routines,,,,,,,
370154,quick-tips,Singing Anxiety Solved,,,,,,,,Performance,
370555,quick-tips,A Conversation With Chris Johnson,,,,,,,,Podcast,
371404,quick-tips,All Of Me Song Tutorial,,,,,,Song Tutorials,,,
372262,quick-tips,Duet Roulette Round 3 - Announcement,,,,,,,,Performance,
372426,quick-tips,Are You Hurting Your Voice?,,Tension,,,,,,,
373415,quick-tips,"Lisa Reacts To Chester Bennington Singing ""Rolling In The Deep""",,Style,,,,,,Performance,
373610,course,The Essential Guide To Beautiful Harmonies,,,,Harmony,,,,,
373666,quick-tips,Morning Vocal Warm-Up,,Routines,,,,,,,
373883,course,How To Get Your Voice Heard Online,,,,,,,,Performance,Other
374449,quick-tips,Lisa Hears Dimash For The First Time,,Style,,,,,,Performance,
374466,quick-tips,Complete Vocal Warm-Up,,Routines,,,,,,,
374757,quick-tips,Lisa Reacts To Midnights By Taylor Swift,,Style,,,,,,Performance,
374916,quick-tips,Folsom Prison Blues Performance,,,,,,,,Performance,
375065,quick-tips,Songwriting For Singers,,,,,,,Improvisation & Songwriting,,
375239,quick-tips,Musora 2022 Winter Recital Announcement,,,,,,,,Performance,
375241,quick-tips,"Lisa Reacts To ""Drivers License"" By Olivia Rodrigo",,Style,,,,,,Performance,
375374,quick-tips,Virtual Choir Announcement (2022),,,,,,,,Performance,
375427,quick-tips,"Duet Roulette Round 3 (Video 1): ""Somethin' Stupid""",,,,,,,,Performance,
375485,quick-tips,"Duet Roulette Round 3 (Video 2): ""Somethin' Stupid""",,,,,,,,Performance,
376049,quick-tips,Lisa Reacts to Brandi Carlile,,,,,,,,,
376055,quick-tips,Welcome To Musora,,,,,,,,Practice Tips,
376134,quick-tips,A Conversation With Hailey Benedict,,,,,,Improvisation & Songwriting,,Other,
376265,quick-tips,3 Singing Exercises To Expand Your Range,,Vocal Range,,,,,,,
376468,quick-tips,Lisa Reacts To The Voice Of Zooey Deschanel,,Style,,,,,,Performance,
376793,quick-tips,Don't Make This Singing Mistake,,Routines,Style,,,,,,
377190,quick-tips,Singeo Virtual Choir 2022,,,,,,,,Performance,
377298,quick-tips,Lisa Reacts To The Biggest Singing TikToks of 2022,,Style,,,,,,,
377362,quick-tips,How To Warm-Up Your Voice For Singing,,,,,,,,,
377367,quick-tips,Welcome To Singeo,,,,,,,,Practice Tips,
381371,quick-tips,"Lisa Reacts To ""Boomerang"" By Yebba",,Style,,,,,,Performance,
381714,quick-tips,The Easiest Harmony In The World,,,,,Harmony,,,Performance,
381985,quick-tips,Julia Reacts To Spiritbox,,Style,,,,,,Performance,
382359,quick-tips,How To Sound Better When You Sing,,Routines,,,,,,,
387210,quick-tips,Duet Roulette Announcement - Round 4,,,,,,,,Performance,
388856,quick-tips,"Duet Roulette Round 4 (Video 1): ""You'll Be In My Heart""",,,,,Harmony,,,Performance,
388884,quick-tips,"Duet Roulette Round 4 (Video 2): ""You'll Be In My Heart""",,,,,Harmony,,,Performance,
391271,quick-tips,Musora 2023 Summer Recital Announcement,,,,,,,,Performance,
392356,quick-tips,Guitareo/Singeo Collab Announcement,,,,,,,,Performance,
394762,quick-tips,Wagon Wheel (Guitareo/Singeo Collaboration),,,,,,,,Performance,
399157,quick-tips,Musora 2023 Winter Recital Announcement,,,,,,,,Performance,
399473,quick-tips,Singeo Virtual Choir Announcement (2023),,,,,,,,Performance,
401351,quick-tips,Singeo Virtual Choir 2023,,,,,,,,Performance,
