id,type,title,Genre,Essentials-1,Essentials-2,Theory-1,Theory-2,Creativity-1,Creativity-2,Lifestyle-1,Lifestyle-2
360614,question-and-answer,How To Play Feel-Good Chords,Hard Rock/Metal,Speed & Stamina,,,,Licks,,,
360710,question-and-answer,The Power Of Dynamics,,,,,,,,,Gigging Tips & Gear
363473,question-and-answer,Improving Your Rock Guitar Playing,,,,Scales & Modes,,,,,
363474,question-and-answer,New Student Welcome Party,,Pedaling,,,,,,,
363479,question-and-answer,Guitareo Summer Recital,,,,,,,,,Other
363883,question-and-answer,Question & Answer,,,,,,,,,
363884,question-and-answer,Elevate Your Guitar Routine With Dave Weiner And Ayla Tesler-Mabe,,Embellishments,,,,Licks,,,
364965,question-and-answer,Build Your Summer Guitar Routine,,Embellishments,,,,,,,
365192,question-and-answer,Acoustic Guitar Tips and Tricks,,,,,,,,,Gigging Tips & Gear
366089,question-and-answer,Gear Corner - Strats Vs Teles,Funk/Disco,Timing & Groove,,,,Licks,Chords,,
367374,question-and-answer,Strumming Hand Magic with Ayla and Sami,Pop/Rock,,,,,Licks,,,
371343,question-and-answer,Mastering The #1 Rock Lick,,Pedaling,,,,,,,
372102,question-and-answer,Tips To Change Chords Smoothly,,,,,,,,,Gigging Tips & Gear
372976,question-and-answer,Welcome To Musora - Your Unified Music Education Experience,,Timing & Groove,,Rhythm,,,,,
373101,question-and-answer,Rhythm vs. Lead Guitar - The Guitar Riff (Ep. 1),,,,,,Licks,,,
373102,question-and-answer,Does (String) Size Matter? - The Guitar Riff (Ep.2),,,,,,,,Gigging Tips & Gear,
373103,question-and-answer,Modelling vs Real Amps - The Guitar Riff (Ep.3),,,,,,,,,Other
373104,question-and-answer,Is Virtuosity Important? - The Guitar Riff (Ep. 4),,,Picking,,,,,Gigging Tips & Gear,
374073,question-and-answer,New Student Welcome Party,,,,,,,,Gigging Tips & Gear,
375356,question-and-answer,The Best Guitar Body Type - The Guitar Riff (Ep.5),,,,,,,,Gigging Tips & Gear,
375381,question-and-answer,Epiphone vs Gibson  - The Guitar Riff (Ep.6),,,,,,,,Gigging Tips & Gear,
375668,question-and-answer,The Guitar Pedal We Can’t Live Without - The Guitar Riff (Ep.7),,,,,,,,Gigging Tips & Gear,
376215,question-and-answer,Is This The Best Guitar Pick Ever? - The Guitar Riff (Ep.8),,,Speed & Stamina,,,,,,
377310,question-and-answer,Why Are Guitars So Expensive? - The Guitar Riff (Ep. 9),,,,,,,,Gigging Tips & Gear,
377360,question-and-answer,Do Guitarists Have Bad Time? - The Guitar Riff (Ep. 10),,,,,,,,Gigging Tips & Gear,
377361,question-and-answer,The Best Guitar Riff in History - The Guitar Riff (Ep. 11),,Timing & Groove,,Rhythm,,Licks,,,
381410,question-and-answer,Why Jeff Beck Is A Real Guitar Hero - The Guitar Riff (Ep.12),,,,,,,,,Other
381637,question-and-answer,1M Subscribers Party - The Guitar Riff (Ep. 13),,,,,,,Chords,,
387040,question-and-answer,Mark Lettieri Q&A - The Guitar Riff (Ep.#15),,,,,,,,,Gigging Tips & Gear
387046,question-and-answer,"Overdrive, Fuzz and Distortion - The Guitar Riff (Ep. 14)",,Timing & Groove,Picking,Rhythm,,,,,
387451,question-and-answer,Why It's Important To Learn Vibrato - The Guitar Riff (Ep. 17),,Timing & Groove,,Rhythm,,Licks,,,
387452,question-and-answer,Filtertrons vs Humbuckers - The Guitar Riff (Ep. 16),,,,,,,,Gigging Tips & Gear,Practice Tips
388051,question-and-answer,How to Get Good Rock Tone - The Guitar Riff (Ep. 18),,,,,,,,,Practice Tips
388380,question-and-answer,Essential Scales (Lead Guitar Sessions) - The Guitar Riff (Ep. 19),,,Pedaling,,,,,,
388381,question-and-answer,Adding Flavor To Your Playing (Lead Guitar Sessions) - The Guitar Riff (Ep. 20),,,,,,,,,Other
388831,question-and-answer,Why You Need A Compressor - Gear Talk (Ep. #1),,,,,,,,,Gigging Tips & Gear
388832,question-and-answer,Steel Vs Nylon Stringed Acoustics - Gear Talk (Ep. #2),,,,,,,,,Gigging Tips & Gear
390244,question-and-answer,Maple Vs Rosewood Necks - Gear Talk (Ep. #3),,,Embellishments,,,,,,
390414,question-and-answer,Single Coils Vs Humbuckers - Gear Talk (Ep. #4),,,,,,,,,Gigging Tips & Gear
390415,question-and-answer,Getting A Good Delay Sound - Gear Talk (Ep. #5),,,,,,,,,Gigging Tips & Gear
390748,question-and-answer,Exploring Open Tunings - Gear Talk (Ep. #6),,,,,,,,,Other
391086,question-and-answer,How To Use Playlists - Gear Talk (Ep. #8),,,,,,,,,Practice Tips
391552,question-and-answer,How To Use A Looper Pedal - Gear Talk (Ep. #7),,,,,,,,,Other
391553,question-and-answer,How to Use a Thumbpick - Gear Talk (Ep. #9),,,,,,,,,Other
391744,question-and-answer,Ebows - The Gear You Didn't Know You Needed - Gear Talk (Ep. #10),,,,,,,,,Other
392724,question-and-answer,Musora 2023 Summer Recital - Sessions #1 & #2,,,Dynamics,,,,,,
392725,question-and-answer,Musora 2023 Summer Recital - Sessions #3 & #4,,,,,Chord Theory,,Chords,,
392726,question-and-answer,Musora 2023 Summer Recital - Sessions #5 & #6,,,Timing & Groove,,Scales & Modes,,,,
392727,question-and-answer,Musora 2023 Summer Recital - Sessions #7 & #8,,,Dynamics,,,,,,
392728,question-and-answer,Musora 2023 Summer Recital - Session #9,Pop/Rock,,Timing & Groove,,Rhythm,,Chords,,
392789,question-and-answer,Fingerstyle Essentials - Gear Talk (Ep. #11),,Pedaling,,,,,,,
392859,question-and-answer,Whammy Bars 101 - Gear Talk (Ep. #12),,,,,Chord Theory,,Chords,,
392958,question-and-answer,Reverb 101 - Gear Talk (Ep. #13),,,,,,,,,Other
394063,question-and-answer,P90s - The Most Underrated Guitar Pickup - Gear Talk (Ep. #14),,,,,,,,,Other
394595,question-and-answer,80s Rock Rhythm Guitar - Gear Talk (Ep. #15),,,,,,,,,Performance
394626,question-and-answer,80s Rock Lead Guitar- Gear Talk (Ep. #16),,,,,,,,,Performance
394824,question-and-answer,How To Learn A Song With Tabs - Gear Talk (Ep. #17),,,,,,,,,Practice Tips
395164,question-and-answer,How To Learn A Song With Chord Charts - Gear Talk (Ep. #18),,,Timing & Groove,,Scales & Modes,,,,
395166,question-and-answer,Using A Capo To Make Songs Easier - Gear Talk (Ep. #20),,,,,,Chords,,,Gigging Tips & Gear
396621,question-and-answer,How To Learn A Song By Ear - Gear Talk (Ep. #21),,,Ear Training,,,,,,
398123,question-and-answer,How To Simplify Complicated Chords - Gear Talk (Ep. #22),,,,,,Chords,,,
398124,question-and-answer,All About Nylon String Acoustics - Gear Talk (Ep. #23),,,,,,,,,Gigging Tips & Gear
398774,question-and-answer,Choosing the Right Pick - Gear Talk (Ep. #24),,,,,,,,,Gigging Tips & Gear
399328,question-and-answer,Developing Finger Speed - Gear Talk (Ep. #25),,Speed & Stamina,,,,,,,
399348,question-and-answer,Acoustic Rhythm Tone & Style - Gear Talk (Ep. #26),,Picking,,,,,,,
399685,question-and-answer,Electric Rock Rhythm Tones - Gear Talk (Ep. #27),,Picking,,,,,,,
400234,question-and-answer,Electric Rock Lead Tones - Gear Talk (Ep. #32),,Pedaling,,,,Licks,,,
401055,question-and-answer,Second Annual Musora Student Party!,,,,,,,,,Other
401250,question-and-answer,Musora 2023 Winter Recital - Sessions #1 & #2,,,,,,,,,Performance
401251,question-and-answer,Musora 2023 Winter Recital - Sessions #3 & #4,,,,,,,,,Performance
401252,question-and-answer,Musora 2023 Winter Recital - Sessions #5 & #6,,,,,,,,,Performance
401253,question-and-answer,Musora 2023 Winter Recital - Sessions #7 & #8,,,,,,,,,Performance
401254,question-and-answer,Musora 2023 Winter Recital - Session #9,,,,,,,,,Performance
402532,question-and-answer,Tackling Week 1 of Acoustic Guitarists Start Here - Gear Talk (Ep. #28),,Picking,,,,Chords,,,
402855,question-and-answer,Tackling Week 2 of Acoustic Guitarists Start Here- Gear Talk (Ep. #29),,Picking,,,,Chords,,,
402856,question-and-answer,Tackling Week 3 of Acoustic Guitarists Start Here- Gear Talk (Ep. #30),,Picking,,,,Chords,,,
402857,question-and-answer,Tackling Week 4 of Acoustic Guitarists Start Here- Gear Talk (Ep. #31),,Picking,,,,Chords,,,
403421,question-and-answer,Coming Up With Lead Lines - Gear Talk (Ep. #33),,,,,,Licks,Improvisation & Songwriting,,
403452,question-and-answer,Coming Up With Guitar Riffs - Gear Talk (Ep. #34),,,,,,Chords,,,
