id,type,title,Genre,Essentials-1,Essentials-2,Theory-1,Theory-2,Creativity-1,Creativity-2,Lifestyle-1,Lifestyle-2
355672,question-and-answer,Cate Canning - Featured Coach Q&A,,,,,,,,Podcast,Practice Tips
355776,question-and-answer,What Is Perfect Pitch? Can I Learn It?,,,,,,,,,
355936,question-and-answer,Why Do I Need Vocal Exercises? Can't I Just Sing Songs?,,,,,,,,Performance,Podcast
356777,question-and-answer,New Student Welcome Party,,Routines,,,,,,Podcast,
358634,question-and-answer,Singeo Live: YOU Can Sing Harmony,,Vocal Range,,,,,,Podcast,
359340,question-and-answer,What Does The Ideal Practice Routine Look Like?,,Breath Support,,,,,,Podcast,Practice Tips
360726,question-and-answer,Singeo Summer Recital #1,,Style,,,,,,Podcast,
360728,question-and-answer,Singeo Summer Recital #2,,Routines,,,,,,Podcast,
361406,question-and-answer,New Student Welcome Party,,,,Harmony,,,,Podcast,
361742,question-and-answer,Who Are Your Vocal Heroes?,,,,,,,,Podcast,Practice Tips
361775,question-and-answer,How Long Will It Take Before I Hear Progress In My Voice?,,,,,,,,,
363073,question-and-answer,How To Customize Your Vocal Exercises,,,,,,,,,
363074,question-and-answer,New Student Welcome Party,,,,,,,,Podcast,Practice Tips
364072,question-and-answer,Count Me In - Rhythm For Singers,,Routines,,,,,,Podcast,
364073,question-and-answer,Zoom Session - Answering Your Questions Via Zoom,,Routines,,,,,,Podcast,Practice Tips
369607,question-and-answer,Singing With A Backing Track,,,,,,,,Podcast,Performance
369608,question-and-answer,Singing With A Band,,,,,,,,,
369609,question-and-answer,New Student Welcome Party,,Routines,,Harmony,,,,Podcast,Performance
369612,question-and-answer,Zoom Session - Answering Your Questions Via Zoom,,,,,,,,,
369613,question-and-answer,Improve Your Pitch - The Stage (Ep.1),,,,,,,,Podcast,Practice Tips
369615,question-and-answer,What Is Your Vocal Range? - The Stage (Ep.2),,,,,,,,,
369617,question-and-answer,"Songs You NEED To Know: ""Have You Ever Seen The Rain"" - The Stage (Ep.3)",,Routines,,,,,,Podcast,
369618,question-and-answer,What Are Vocal Registers? - The Stage (Ep.4),,Routines,,,,,,Practice Tips,Podcast
374645,question-and-answer,Are You Hurting Your Voice? Vocal Health 101 - The Stage (Ep.5),,,Style,,,,,Podcast,
374770,question-and-answer,"Explore Your Vibrato with ""Autumn Leaves"" - The Stage (Ep.6)",,,,,,,,,
374771,question-and-answer,Can I Increase My Lung Capacity? - The Stage (Ep.7),,,,,,,,Podcast,Practice Tips
374772,question-and-answer,How Can I Sing Louder And Project Better? - The Stage (Ep.8),,,,,,,,,
374837,question-and-answer,Welcome To Musora - Your Unified Music Education Experience,,,,,,,,Performance,Podcast
375422,question-and-answer,Q&A - Members' Zoom Q&A,,Vocal Range,,,,,,Podcast,
375423,question-and-answer,What's The Right Key For My Voice? - The Stage (Ep. 9),,,,,,,,,
375424,question-and-answer,How To Practice A Song - The Stage (Ep. 10),,Style,Vocal Range,,,,,Podcast,
375425,question-and-answer,Give Your Songs Dynamic Range - The Stage (Ep. 11),,,,,,,,,
375426,question-and-answer,Vocal Resolutions - The Stage (Ep. 12),,Vocal Range,Routines,,Ear Training,,,Podcast,
376237,question-and-answer,Play Your Own Vocal Warm-Ups On The Piano - The Stage (Ep. 13),,Routines,,,,,,Practice Tips,Podcast
376771,question-and-answer,Musora 2022 Winter Recital #1,,,,,Harmony,,,Podcast,
377102,question-and-answer,Musora 2022 Winter Recital #2,,,,,,,,Podcast,Practice Tips
377202,question-and-answer,Musora 2022 Winter Recital #3,,,,,,,,Podcast,
381850,question-and-answer,Preparing A Song From Start To Finish - The Stage (Ep. 14),,Routines,,,,,,Podcast,
381907,question-and-answer,Stretches for Singers - The Stage (Ep. 15),,,,,,,,,
381909,question-and-answer,The Silliest & Most Important Vocal Exercise! - The Stage (Ep. 16),,Style,,,,,,Podcast,
381910,question-and-answer,New Student Welcome Party,,,,,,,,Podcast,Practice Tips
381911,question-and-answer,Vocal Hacks: Bratty vs Dopey - The Stage (Ep. 17),,,,,,,,,
381912,question-and-answer,5 Terrible Habits of Singers - The Stage (Ep. 18),,,,,,,,,
382355,question-and-answer,What is Chest Voice? - The Stage (Ep. 19),,Pitch,Vocal Range,,Ear Training,,Improvisation & Songwriting,Podcast,Performance
382356,question-and-answer,What Is Head Voice? - The Stage (Ep. 20),,,,,,,,,
382357,question-and-answer,Mastering Your Mixed Voice - The Stage (Ep. 21),,,,,,,,Performance,Podcast
382358,question-and-answer,Creating The Perfect Single - The Stage (Ep. 22),,,,,,,,,
386924,question-and-answer,You're Not Practicing Right! - The Stage (Ep. 23),,,,,,,,Performance,Podcast
387847,question-and-answer,Your Daily Vocal Routine - The Stage (Ep. 24),,,,,,,,,
388298,question-and-answer,What Are Vowel Modifications? - The Stage (Ep. 25),,Routines,,,,,,Podcast,Practice Tips
388299,question-and-answer,Solfege Workout - The Stage (Ep. 26),,,,Rhythm,,,,Podcast,
388300,question-and-answer,Consonants - the Anti-Vowel! - The Stage (Ep. 27),,,,,,,,Podcast,Practice Tips
388301,question-and-answer,The Pentatonic Scale for Singers - The Stage (Ep. 28),,,,,,,,Performance,Podcast
388837,question-and-answer,Background Vocals 101 - The Stage (Ep. 29),,,,,,,,Podcast,Practice Tips
388838,question-and-answer,How To Expand Your Vocal Range - The Stage (Ep. 30),,,,,,,,,
389211,question-and-answer,Why Am I Not Getting Better? - The Stage (Ep. 31),,Tension,,,,,,Podcast,Practice Tips
390571,question-and-answer,The Easiest Harmony In The World - The Stage (Ep. 32),,,,,,,,,
390572,question-and-answer,How Do Vocal Cords Work? - The Stage (Ep. 33),,Routines,,,,,,Podcast,
390573,question-and-answer,Ear Training Practice - The Stage (Ep. 34),,,,,,,,,
390574,question-and-answer,What are Subharmonics? - The Stage (Ep. 35),,Pitch,,,,,,Podcast,
390816,question-and-answer,Customize Your Singeo Experience With Playlists - The Stage (Ep. 36),,,,,,,,,
390817,question-and-answer,Can I Make My Voice Stronger? - The Stage (Ep. 37),,,,,,,,Podcast,Performance
390818,question-and-answer,How To Make A Song Your Own - The Stage (Ep. 38),,,,,Harmony,,,Podcast,
390819,question-and-answer,Learn And Practice Vibrato - The Stage (Ep. 39),,,,,,Improvisation & Songwriting,,Podcast,Gigging Tips & Gear
390820,question-and-answer,How To Transpose To The RIGHT Key - The Stage (Ep. 40),,,,,,,,,
392734,question-and-answer,Musora 2023 Summer Recital - Sessions #1 & #2,,,,,,,,,
392735,question-and-answer,Musora 2023 Summer Recital - Sessions #3 & #4,,Style,,,,,,Podcast,Performance
392736,question-and-answer,Musora 2023 Summer Recital - Sessions #5 & #6,,,,,,,,,
392737,question-and-answer,Musora 2023 Summer Recital - Sessions #7 & #8,,Breath Support,Routines,,,,,Podcast,
392738,question-and-answer,Musora 2023 Summer Recital - Session #9,,Breath Support,,,,,,Podcast,
393290,question-and-answer,Improve Your Phrasing - The Stage (Ep. 41),,,,,,,,,
393325,question-and-answer,How To Sound Better - The Stage (Ep. 43),,,,,,,,,
393326,question-and-answer,Help! I Hate My Voice! - The Stage (Ep. 44),,Vocal Range,,,,,,Podcast,
393327,question-and-answer,Vocal Agility Workout - The Stage (Ep. 45),,,,,,,,,
393328,question-and-answer,The Best Exercises For Your Voice - The Stage (Ep. 46),,Routines,,,,Song Tutorials,,Practice Tips,Podcast
393329,question-and-answer,Physical Movement To Free Your Voice - The Stage (Ep. 47),,,,,,,,,
393330,question-and-answer,How To Practice Efficiently - The Stage (Ep. 48),,Vocal Range,,,,,,Podcast,
393331,question-and-answer,Singing Impossible Songs! - The Stage (Ep. 49),,,,,,,,,
394760,question-and-answer,Stage Presence And Why It Matters - The Stage (Ep. 50),,Routines,,,,,,Practice Tips,Podcast
394761,question-and-answer,How To Sing And Play Piano - The Stage (Ep. 51),,Routines,,,,,,Podcast,
397053,question-and-answer,What is Cursive Singing? - The Stage (Ep. 52),,Style,,,,,,Podcast,
397055,question-and-answer,"Grit, Growl & Fry - The Stage (Ep. 53)",,Style,,,,,,Podcast,
397056,question-and-answer,Percussion for Singers - The Stage (Ep. 54),,,,Rhythm,,,,Performance,Podcast
397057,question-and-answer,Master Your Transition - The Stage (Ep. 55),,Vocal Range,,,,,,Podcast,
397058,question-and-answer,Singing On Numbers - The Stage (Ep. 56),,Routines,,Ear Training,,,,Podcast,
397059,question-and-answer,Practicing Vowels  - The Stage (Ep. 57),,Routines,,,,,,Podcast,
397202,question-and-answer,Your Body Is Your Instrument  - The Stage (Ep. 58),,Breath Support,,,,,,Podcast,
397203,question-and-answer,The Best Holiday Vocal Riffs  - The Stage (Ep. 59),,Style,,,,Riffs & Runs,,Podcast,
397204,question-and-answer,Essential Holiday Harmonies - The Stage (Ep. 60),,Style,,Harmony,,,,Podcast,
397205,question-and-answer,What Is Breath Support? - The Stage (Ep. 61),,Breath Support,,,,,,Podcast,
399889,question-and-answer,Improve Pitch Accuracy - The Stage (Ep. 62),,Pitch,,Ear Training,,,,Podcast,
399890,question-and-answer,Singing With Power - The Stage (Ep. 63),,Breath Support,,,,,,Podcast,
399911,question-and-answer,Maintaining a Healthy Voice - The Stage (Ep. 64),,Tension,,,,,,Podcast,Other
399912,question-and-answer,Can I Change The Tone Of My Voice? - The Stage (Ep. 65),,Style,,,,,,Podcast,
399913,question-and-answer,Vocal Agility - The Stage (Ep. 66),,Vocal Range,,,,Riffs & Runs,,Podcast,
399914,question-and-answer,Iconic Love Songs - The Stage (Ep. 67),,Style,,,,,,Podcast,
399915,question-and-answer,What Not To Eat! - The Stage (Ep. 68),,Routines,,,,,,Podcast,Other
399916,question-and-answer,Growing a Stronger Voice - The Stage (Ep. 69),,Breath Support,,,,,,Podcast,
401062,question-and-answer,Second Annual Musora Student Party!,,,,,,,,Performance,
401255,question-and-answer,Musora 2023 Winter Recital - Sessions #1 & #2,,,,,,,,Performance,
401256,question-and-answer,Musora 2023 Winter Recital - Sessions #3 & #4,,,,,,,,Performance,
401257,question-and-answer,Musora 2023 Winter Recital - Sessions #5 & #6,,,,,,,,Performance,
401258,question-and-answer,Musora 2023 Winter Recital - Sessions #7 & #8,,,,,,,,Performance,
401259,question-and-answer,Musora 2023 Winter Recital - Session #9,,,,,,,,Performance,
